Pitch,Loudness,Brightness,Noisiness,Sample
332.162447,-10.398482,1992.295427,0.769087,3
247.402223,-9.23439,1647.274837,0.755957,3
312.211605,-11.358256,1956.152232,0.752343,3
217.780923,-4.486486,2955.155443,0.854664,3
326.604533,-8.855945,1767.660887,0.764645,3
383.705343,-9.752553,1629.814251,0.762574,3
334.319287,-8.840684,1889.10543,0.77759,3
269.318608,-9.100193,3071.951922,0.802435,3
398.483007,-9.939589,1651.525887,0.726472,3
356.851219,-8.119648,1409.362587,0.713716,3
263.916991,-8.897494,2133.024273,0.770262,3
266.758488,-10.205072,1505.355023,0.740463,3
266.026463,-7.468671,3078.775359,0.812871,3
343.099943,-7.661757,1451.005341,0.74304,3
303.864377,-9.21936,1653.351542,0.757676,3
335.840727,-10.188811,2303.781473,0.768639,3
229.001122,-10.119613,2040.085239,0.775786,3
390.468015,-7.750917,1468.543934,0.727386,3
367.006346,-7.634355,2461.32477,0.76788,3
352.070077,-19.637302,1992.952323,0.767841,3
298.233163,-8.444279,571.51254,0.553995,4
347.36486,-9.204434,858.505562,0.614348,4
587.175561,-9.239738,885.072638,0.643903,4
230.546523,-10.37512,823.651097,0.626337,4
294.613252,-18.52409,1085.193949,0.694159,4
346.191373,-10.466991,821.694122,0.572631,4
352.383143,-7.434117,1056.604028,0.62995,4
345.740567,-6.891863,601.327322,0.54786,4
691.030264,-12.356479,700.824704,0.589553,4
261.643447,-10.606007,707.728405,0.528804,4
231.265827,-8.365815,695.017383,0.576852,4
229.228059,-7.981321,587.647879,0.537839,4
231.77785,-8.378593,608.000301,0.536606,4
233.583797,-10.437695,560.229276,0.52059,4
343.502591,-8.890598,1022.132681,0.632664,4
275.812861,-10.971102,737.318228,0.588536,4
230.720122,-10.434273,620.650111,0.556639,4
234.385928,-13.272987,689.919268,0.578295,4
349.295865,-9.865961,589.151491,0.542303,4
348.505032,-16.240418,788.785277,0.619684,4
231.797189,-14.7398,895.437431,0.617623,4
297.065425,-8.704442,796.91625,0.583849,4
292.536553,-13.466541,907.589561,0.624965,4
3509.690667,-13.985155,3252.537206,0.782195,4
467.220142,-8.96351,1935.101636,0.703527,4
258.399007,-9.54245,793.695618,0.541355,4
231.316319,-7.356705,1675.337327,0.699244,4
498.88942,-11.372523,1286.812297,0.656334,4
260.234822,-7.416697,952.54172,0.578979,4
269.138562,-8.967684,652.730404,0.53705,4
260.796058,-8.730106,584.2365,0.504144,4
590.186615,-11.283316,1187.280924,0.641231,4
296.644533,-13.661243,1019.911387,0.636205,4
306.294364,-10.574717,981.565726,0.585766,4
256.476035,-9.471769,651.567653,0.528783,4
311.681994,-9.694862,650.067874,0.544328,4
299.007425,-4.973177,487.182242,0.497367,4
301.04459,-4.53521,413.731617,0.450894,4
260.058522,-7.500335,831.620113,0.569276,4
313.920188,-10.985476,796.497543,0.587083,4
262.345421,-12.593318,737.896491,0.58896,4
300.983897,-10.121009,980.004918,0.609428,4
310.274526,-12.853508,634.192802,0.567432,4
289.833961,-8.59255,524.116331,0.522423,4
291.822637,-5.990817,451.098794,0.487532,4
234.196089,-6.572457,755.23056,0.567582,4
226.650472,-7.730149,685.892513,0.554566,4
230.465453,-8.978525,701.564201,0.562905,4
241.41428,-13.46614,400.937029,0.462418,4
260.755937,-5.286293,413.646024,0.428189,4
246.6033,-10.742273,543.876419,0.51574,4
221.232494,-7.278874,591.39213,0.557202,4
317.474543,-8.679623,945.141378,0.658125,5
4227.401146,-8.719663,2763.474437,0.767647,5
313.807298,-5.110836,627.831736,0.555603,5
317.134415,-6.403042,700.267724,0.597498,5
316.678626,-8.88067,766.076868,0.612322,5
321.991154,-4.150333,654.010078,0.574323,5
327.358916,-4.141088,636.644234,0.561904,5
327.094333,-4.060814,653.938661,0.570085,5
310.248568,-5.552728,638.384597,0.565551,5
242.285733,-6.073648,702.154758,0.586016,5
436.285445,-8.147928,674.686786,0.590003,5
434.178667,-11.310884,893.067635,0.648804,5
300.57084,-10.923878,841.294569,0.627114,5
372.035447,-3.614899,698.620521,0.54611,5
250.282951,-4.029964,756.100965,0.572103,5
246.933443,-5.372481,738.118399,0.58183,5
317.896018,-9.274041,1050.127438,0.66738,5
309.240231,-6.505776,912.394688,0.648649,5
484.323621,-4.504294,922.603912,0.624253,5
247.506714,-3.518479,931.069352,0.600502,5
310.475982,-3.757866,941.332745,0.604102,5
249.651468,-4.504066,786.851809,0.575929,5
311.055315,-7.170283,802.700686,0.621248,5
304.514042,-8.236684,883.940371,0.626939,5
314.39117,-8.64684,945.558107,0.64141,5
306.752097,-8.900055,956.021483,0.632206,5
311.236384,-7.940377,857.846276,0.627089,5
317.471342,-10.027459,932.32064,0.645526,5
313.296574,-8.702222,988.38266,0.647478,5
302.61122,-7.332876,850.720415,0.609916,5
309.980595,-8.68798,913.92247,0.621893,5
310.430956,-7.403106,982.021514,0.651567,5
236.035887,-3.282833,717.744822,0.587835,5
278.812336,-3.367182,589.125966,0.566722,5
280.642014,-4.32034,627.464345,0.572876,5
269.376972,-5.666765,681.817992,0.582873,5
275.450513,-4.471282,743.248031,0.573975,5
272.456225,-8.114951,532.346857,0.513932,5
475.428042,-3.052638,838.487663,0.593222,5
476.229238,-1.221719,743.273662,0.563504,5
472.38617,-2.102395,783.59215,0.574671,5
472.314962,-1.182062,827.225892,0.564521,5
470.447078,-1.606178,798.3606,0.557177,5
504.883019,-2.930787,848.755825,0.590591,5
286.794839,-4.361786,942.382057,0.630839,5
477.356133,-4.045889,742.315064,0.590109,5
469.601109,-4.107393,860.891987,0.591188,5
474.549477,-6.744758,969.035074,0.601361,5
367.77628,-3.808273,635.023807,0.559394,5
548.291972,-12.954305,1420.611868,0.684065,5
546.900542,-12.239945,1295.357232,0.65867,5
562.437531,-12.112014,1537.296209,0.662075,5
4186.38465,-9.386395,3448.332928,0.806009,5
498.059327,-4.737181,721.05217,0.58581,5
487.524261,-8.640184,841.098165,0.638213,5
478.210732,-5.359019,837.709946,0.594146,5
477.864922,-10.431751,944.404268,0.66295,5
491.473481,-4.83314,752.189074,0.614756,5
481.591137,-3.739944,688.721117,0.583988,5
500.667866,-3.505754,621.09013,0.567514,5
4174.992928,-10.33643,2712.515916,0.757177,5
544.852579,-3.523176,793.760851,0.615826,5
551.896978,-3.508381,704.751931,0.600803,5
584.233357,-3.092818,824.29445,0.612786,5
314.943243,-15.213425,902.04107,0.650769,5
272.525704,-5.509869,765.427098,0.604149,5
274.201272,-6.39492,806.92837,0.633471,5
556.671052,-6.916865,968.90967,0.652022,5
333.124611,-2.488689,513.903849,0.503679,5
307.313024,-10.917043,1116.067693,0.658314,5
220.564028,-15.762957,1075.799796,0.660745,6_1
290.816783,-15.448358,1119.158546,0.659277,6_1
218.076008,-16.774927,1047.152303,0.648687,6_1
234.979165,-16.607054,1039.120246,0.656155,6_1
215.332098,-15.19642,1009.630093,0.650303,6_1
422.026712,-16.88699,1109.705606,0.654383,6_1
265.573004,-7.155909,1453.479069,0.729801,6_1
345.643422,-9.518234,990.504879,0.629518,6_1
292.175242,-11.861176,1124.868596,0.683559,6_1
239.296132,-12.063394,1130.549365,0.675348,6_1
321.467955,-12.204387,887.783286,0.634338,6_1
291.697596,-12.212154,882.005885,0.619985,6_1
353.37337,-14.535035,896.324662,0.596364,6_1
352.301019,-16.8139,816.593565,0.579351,6_1
289.643448,-9.512826,1210.566336,0.693157,6_1
273.709056,-10.759883,1143.944781,0.656068,6_1
465.439609,-12.498102,1118.071534,0.638954,6_1
249.504079,-10.707051,1018.200812,0.616859,6_1
274.267144,-12.163531,984.580224,0.621389,6_1
468.731037,-14.312142,1003.653164,0.636911,6_1
229.24251,-14.605624,954.042882,0.631597,6_1
271.734894,-14.316401,972.245926,0.604094,6_1
220.014551,-16.564099,1020.607878,0.626981,6_1
345.508207,-16.640232,1057.462041,0.632333,6_1
498.443255,-12.972424,1257.742226,0.671629,6_1
247.313913,-12.621032,1071.917556,0.621046,6_1
499.111913,-12.842339,950.72219,0.609683,6_1
225.410875,-12.63012,944.420131,0.585332,6_1
217.588635,-14.827326,1076.649311,0.633187,6_1
244.689989,-15.669303,965.612063,0.601883,6_1
218.155526,-15.124448,946.155861,0.600464,6_1
218.981907,-11.07896,1022.044298,0.621054,6_1
497.088347,-11.093026,979.741591,0.61671,6_1
248.826885,-11.535951,1058.559577,0.623995,6_1
490.141903,-11.758297,997.239165,0.617617,6_1
222.696749,-11.980638,1080.117922,0.613306,6_1
253.438079,-12.003203,954.366966,0.623232,6_1
329.418665,-11.564151,928.950742,0.607141,6_1
494.216943,-7.010548,1210.771901,0.652282,6_1
249.209847,-7.317251,1111.297338,0.643026,6_1
249.760484,-8.253995,982.9845,0.61119,6_1
250.511761,-9.743677,1057.033414,0.611575,6_1
332.119102,-10.575454,923.723368,0.622109,6_1
219.625551,-11.057957,842.347257,0.62108,6_1
265.213082,-11.513091,949.070677,0.600418,6_1
329.297906,-12.667218,928.574119,0.627204,6_1
501.058432,-7.819707,1215.638908,0.661441,6_1
258.865738,-7.96986,1121.048385,0.649258,6_1
498.790653,-9.14293,1190.482554,0.654314,6_1
499.971001,-9.234171,1096.372873,0.636835,6_1
328.311009,-9.540527,1043.711399,0.623658,6_1
221.969999,-12.268015,1049.934923,0.628529,6_1
246.343692,-11.406547,939.715669,0.605949,6_1
331.725069,-12.748588,980.588741,0.662908,6_1
497.121382,-6.251732,1329.148105,0.667495,6_1
496.733284,-7.343159,1202.671268,0.646239,6_1
294.47391,-7.880776,1173.299618,0.635501,6_1
497.726383,-8.096052,1160.75137,0.619365,6_1
295.721256,-8.653018,1116.968886,0.612896,6_1
501.390084,-8.505279,1085.891549,0.624631,6_1
497.34809,-8.88159,1086.71808,0.601384,6_1
230.548635,-9.740139,1004.261017,0.604856,6_1
496.653677,-8.497927,1524.542843,0.728806,6_1
495.733901,-8.68543,1200.049694,0.676064,6_1
245.980803,-10.195843,1128.897962,0.66374,6_1
249.791242,-11.202799,940.452953,0.622326,6_1
247.982377,-13.140906,927.320197,0.62984,6_1
258.543076,-10.790972,883.882583,0.583732,6_1
483.711105,-10.287511,795.854321,0.566406,6_1
246.449442,-10.64951,781.844075,0.574726,6_1
261.93589,-12.361354,905.385677,0.580132,6_1
245.27016,-9.84616,780.494779,0.565163,6_1
752.152441,-8.273565,980.677661,0.664922,6_1
370.518108,-7.735127,995.244393,0.665496,6_1
239.91739,-8.793512,874.746074,0.630097,6_1
379.29716,-9.541299,870.263191,0.623342,6_1
246.554466,-8.561086,824.648645,0.617674,6_1
234.1153,-11.476893,845.538499,0.609483,6_1
245.085205,-9.469127,737.298529,0.562686,6_1
283.317103,-6.351398,1193.868526,0.708981,6_1
245.449284,-7.580831,953.332908,0.619441,6_1
285.123904,-9.283798,983.883439,0.640412,6_1
277.063584,-9.513756,907.967481,0.620488,6_1
258.754542,-7.69468,949.159431,0.63041,6_1
368.982122,-9.891366,833.765683,0.595999,6_1
270.785394,-8.796824,825.33483,0.584989,6_1
251.4284,-9.066333,792.757936,0.61402,6_1
244.557149,-9.559478,939.164392,0.625436,6_1
294.213159,-9.027192,894.019232,0.619829,6_1
278.6743,-9.2765,848.56009,0.61378,6_1
274.401148,-9.924457,801.697555,0.579454,6_1
334.256304,-2.727745,1157.77377,0.694415,6_1
333.372589,-3.873573,978.836797,0.655735,6_1
333.050922,-6.242984,967.439699,0.639655,6_1
279.56912,-6.885049,940.326002,0.636954,6_1
332.677137,-6.808971,965.796183,0.636337,6_1
244.695275,-7.280268,886.027358,0.620947,6_1
331.931486,-6.747368,759.202608,0.570929,6_1
249.517637,-6.455639,712.755958,0.579268,6_1
346.605262,-7.474461,761.178255,0.588994,6_1
278.321721,-8.550432,775.135094,0.578412,6_1
256.369252,-8.939079,818.458058,0.587748,6_1
419.359741,-8.365509,773.874418,0.588157,6_1
405.809885,-6.983982,691.304669,0.539678,6_1
236.823087,-7.876585,722.871715,0.551316,6_1
269.036829,-8.165399,781.600988,0.569413,6_1
324.282129,-7.165709,794.500253,0.619423,6_1
420.497756,-9.474563,935.31021,0.659908,6_1
326.854079,-8.872408,841.266009,0.632295,6_1
419.579397,-10.928816,1036.536236,0.668509,6_1
336.99767,-9.479826,831.927677,0.613929,6_1
228.588272,-12.182069,767.737449,0.574003,6_1
220.941366,-11.33345,719.804929,0.547238,6_1
329.748341,-11.33039,760.681754,0.573961,6_1
245.315397,-9.162454,709.048167,0.57331,6_1
324.998975,-10.233765,703.077754,0.552777,6_1
221.601276,-9.071687,686.617978,0.531745,6_1
556.313938,-8.36486,958.122076,0.637631,6_1
240.83309,-8.21531,753.305291,0.561856,6_1
244.15196,-6.530299,682.701771,0.537532,6_1
224.093355,-6.112639,664.855847,0.541558,6_1
220.35978,-7.58008,770.800924,0.564837,6_1
281.491993,-7.909134,753.867909,0.571165,6_1
236.189391,-5.602214,623.032138,0.510581,6_1
420.568059,-6.948182,709.903604,0.550829,6_1
237.721595,-8.63437,754.118348,0.578553,6_1
403.498983,-8.180727,725.223913,0.536814,6_1
246.76261,-10.077653,777.672662,0.578707,6_1
235.976528,-7.811076,799.938826,0.585936,6_1
307.834262,-7.103558,642.096115,0.553291,6_1
236.086984,-9.350727,743.654139,0.579106,6_1
221.758022,-8.610644,711.312581,0.535037,6_1
216.733222,-10.251716,737.664851,0.549872,6_1
331.318041,-10.748017,800.679609,0.57552,6_1
243.718127,-11.416166,790.120583,0.571158,6_1
316.465293,-10.977561,776.258682,0.606841,6_1
409.005931,-10.234559,729.14502,0.568686,6_1
250.58792,-10.471268,776.775631,0.590496,6_1
424.815696,-10.556776,832.113885,0.608269,6_1
427.601148,-12.826144,810.889595,0.606808,6_1
330.798074,-13.655335,826.08842,0.596501,6_1
219.530817,-12.892168,864.78212,0.589679,6_1
216.430998,-10.168492,691.472608,0.560174,6_1
335.086717,-8.8591,701.195681,0.540683,6_1
252.002594,-10.181579,741.263388,0.560877,6_1
247.272192,-11.319392,867.145286,0.584888,6_1
395.638175,-9.760049,720.250395,0.574155,6_1
266.664289,-9.07203,688.993086,0.525658,6_1
264.444892,-8.951437,639.09056,0.536872,6_1
266.26302,-10.753218,700.24477,0.562571,6_1
238.161603,-9.799838,940.734908,0.643174,6_1
328.965866,-8.087719,953.608884,0.629885,6_1
484.645789,-6.300303,841.331752,0.609034,6_1
218.73369,-5.736433,775.715337,0.576838,6_1
222.767853,-5.078324,938.001092,0.608782,6_1
252.732583,-4.715185,832.722506,0.589277,6_1
335.433998,-6.327442,879.781702,0.595241,6_1
265.223424,-5.662182,786.869571,0.566772,6_1
332.474606,-7.206444,886.792073,0.595716,6_1
328.437471,-6.260692,819.995899,0.58753,6_1
221.553927,-7.642694,921.069623,0.635359,6_1
329.595269,-6.212046,761.426976,0.592403,6_1
327.419503,-6.116666,805.493295,0.604873,6_1
225.167665,-7.69429,828.518257,0.612264,6_1
252.927839,-4.38252,870.395544,0.610553,6_1
219.315433,-4.744113,798.095464,0.560996,6_1
278.657117,-8.294204,828.796951,0.582276,6_1
259.427757,-7.449464,777.864523,0.575036,6_1
279.19011,-10.209563,853.988543,0.605326,6_1
223.608552,-8.589494,634.471746,0.527509,6_1
323.617507,-7.94182,753.616705,0.578756,6_1
332.270172,-7.405298,765.37464,0.578627,6_1
258.369699,-8.517682,971.471526,0.628517,6_1
219.231896,-5.727693,909.679211,0.640663,6_1
328.954411,-5.362159,876.50039,0.616114,6_1
332.539279,-5.804025,862.079195,0.60492,6_1
684.671952,-8.126224,918.690136,0.622239,6_1
332.715717,-7.232535,923.060795,0.61572,6_1
331.976594,-7.972262,930.190869,0.615357,6_1
331.466297,-6.299848,917.25617,0.619251,6_1
224.215143,-6.439091,895.84901,0.585896,6_1
333.138471,-6.24358,902.372243,0.588242,6_1
273.002833,-8.208868,956.084132,0.592198,6_1
331.474504,-9.166475,900.898874,0.584335,6_1
323.921763,-9.186139,866.304521,0.588285,6_1
284.676935,-3.388057,925.124343,0.609371,6_1
224.926673,-4.268058,924.074104,0.614288,6_1
330.880147,-5.414938,941.368314,0.606339,6_1
258.482935,-4.987624,902.678324,0.589921,6_1
326.893841,-4.294195,1062.608102,0.648526,6_1
220.6935,-4.209167,891.741382,0.594949,6_1
332.444268,-5.701394,969.17778,0.622548,6_1
247.264466,-7.553858,934.153157,0.643028,6_1
333.870018,-8.184341,872.133363,0.630231,6_1
246.756295,-6.84483,852.459431,0.615487,6_1
225.573515,-7.779312,917.163237,0.617367,6_1
221.312711,-7.369383,968.327665,0.639524,6_1
443.179724,-6.693636,1063.443765,0.679328,6_1
432.108465,-5.992143,899.044547,0.64977,6_1
323.123656,-8.362073,939.225643,0.664647,6_1
338.497065,-8.98924,983.253326,0.670079,6_1
237.607796,-8.278894,993.619408,0.644002,6_1
241.344326,-6.661931,842.13422,0.612481,6_1
295.460815,-9.670258,875.822074,0.623911,6_1
255.585957,-10.775076,993.030275,0.666903,6_1
343.44031,-7.812358,1421.238801,0.741892,6_1
436.39312,-9.657011,1263.367434,0.696437,6_1
249.16651,-8.5706,1160.456068,0.716219,6_1
358.877435,-6.459941,993.703029,0.663421,6_1
217.611742,-6.096164,927.166328,0.634997,6_1
351.711108,-5.768354,1039.899224,0.687074,6_1
421.488015,-10.514733,1035.426127,0.682215,6_1
349.772838,-9.700243,997.105333,0.659187,6_1
278.844026,-9.121599,869.12216,0.631444,6_1
263.042241,-9.900658,983.66212,0.645994,6_1
331.516559,-8.128371,1419.279273,0.726915,6_1
332.963773,-3.804495,1068.937918,0.635992,6_1
332.103184,-4.608479,1022.275825,0.631392,6_1
332.528534,-5.155476,1084.258125,0.616834,6_1
330.210911,-7.399629,1215.566176,0.698768,6_1
279.537559,-6.686156,1059.636326,0.645052,6_1
332.025097,-7.694899,1114.550818,0.649159,6_1
263.465733,-7.893816,1117.504984,0.663358,6_1
332.547638,-8.60015,1057.547718,0.660347,6_1
248.555569,-11.233329,1111.092368,0.653837,6_1
335.066505,-10.517214,971.235739,0.621169,6_1
245.935106,-11.586558,1052.954816,0.614275,6_1
225.443813,-6.604819,1093.746191,0.67458,6_1
275.153133,-8.092134,866.658339,0.615199,6_1
252.349227,-6.030363,774.949097,0.581851,6_1
263.067991,-7.106038,816.450041,0.560183,6_1
238.696364,-7.940022,830.996677,0.591509,6_1
244.196454,-7.123704,744.878558,0.560924,6_1
264.620432,-8.058283,700.982029,0.562607,6_1
264.280206,-7.394748,702.019765,0.550666,6_1
254.264359,-9.209596,859.579698,0.605572,6_1
336.495935,-8.753341,814.189359,0.582472,6_1
235.073321,-9.078922,843.789198,0.61605,6_1
326.649149,-8.83868,803.489488,0.582971,6_1
268.528322,-10.977046,977.988073,0.633179,6_1
334.035374,-7.113223,931.865981,0.588694,6_1
330.588027,-9.382966,876.847948,0.589699,6_1
217.016787,-9.445344,849.18989,0.572459,6_1
331.823498,-11.155993,895.152577,0.608244,6_1
267.002398,-8.044083,844.873926,0.581345,6_1
328.781679,-8.547936,854.481879,0.579552,6_1
266.721846,-9.705302,876.736303,0.589219,6_1
337.772655,-9.06522,823.058342,0.594335,6_1
259.838059,-4.949375,822.154571,0.624796,6_1
268.156947,-6.848004,834.845624,0.625042,6_1
266.541673,-6.418428,885.879321,0.62894,6_1
253.948104,-5.011511,758.886045,0.594043,6_1
274.171084,-6.226485,820.302252,0.599905,6_1
261.253906,-6.001186,840.388633,0.603258,6_1
261.591156,-6.536811,881.046306,0.615566,6_1
232.568982,-6.720102,931.052691,0.649021,6_1
350.885089,-6.06709,881.271774,0.624263,6_1
331.877289,-7.040095,1114.308733,0.674281,6_1
334.700035,-6.694208,970.347251,0.670091,6_1
438.618651,-7.448791,897.225469,0.633847,6_1
267.802032,-8.052485,1139.842346,0.694678,6_1
236.833593,-7.488571,1009.460911,0.653913,6_1
228.510124,-8.808378,1028.370535,0.64996,6_1
266.663809,-7.724809,904.106421,0.615501,6_1
230.695063,-5.935111,910.009051,0.632473,6_1
267.083094,-6.084029,844.158848,0.619999,6_1
241.060196,-9.185171,1138.833388,0.68862,6_1
219.144364,-5.310777,979.966406,0.647805,6_1
395.759575,-8.160903,1111.64775,0.670078,6_1
471.524989,-8.871646,1283.687553,0.706453,6_1
352.689977,-8.944261,1245.89725,0.672655,6_1
376.623686,-6.967264,1182.483223,0.670092,6_1
286.488167,-6.755662,1043.118186,0.652463,6_1
226.298887,-6.419722,964.505002,0.633786,6_1
404.99374,-5.630694,1566.008145,0.752857,6_1
568.301089,-6.300127,1191.612645,0.670686,6_1
273.751444,-6.148704,1104.499031,0.641168,6_1
554.228611,-7.109179,1015.194389,0.646045,6_1
2545.01375,-5.359773,1415.222065,0.723652,6_1
279.071792,-9.231281,1183.097739,0.699755,6_1
